completed	failure	Fix typo in `error_overdepending` field	Tests	fix_error_overdepending_typo	pull_request	4684466533	1h13m25s	15h
completed	failure	Add Allure reporting, update Python version test matrix, and prune test_api_build.py	Tests	conda-build-4558	pull_request	3687497509	1h51m9s	Dec 13, 2022
completed	failure	Cleanup replay variables & use setup-miniconda	Tests	cleanup-replay	pull_request	3686678000	2h1m49s	Dec 13, 2022
completed	failure	Add Allure reporting, update Python version test matrix, and prune test_api_build.py	Tests	conda-build-4558	pull_request	3649997086	1h53m11s	Dec  8, 2022
completed	startup_failure	Add Allure reporting, update Python version test matrix, and prune test_api_build.py	Tests	conda-build-4558	pull_request	3649880814	1s	Dec  8, 2022
completed	startup_failure	Add Allure reporting, update Python version test matrix, and prune test_api_build.py	Tests	conda-build-4558	pull_request	3649766977	1s	Dec  8, 2022
completed	failure	Skip tests for non-code changes (#4664)	Tests	main	push	3635491274	2h6m16s	Dec  7, 2022
completed	failure	Add Allure reporting, update Python version test matrix, and prune test_api_build.py	Tests	conda-build-4558	pull_request	3630482496	1h40m2s	Dec  6, 2022
completed	cancelled	Add Allure reporting, update Python version test matrix, and prune test_api_build.py	Tests	conda-build-4558	pull_request	3630478314	1m4s	Dec  6, 2022
completed	success	[pre-commit.ci] pre-commit autoupdate	Tests	pre-commit-ci-update-config	pull_request	3622084234	1h36m18s	Dec  5, 2022
completed	failure	Fix: Build environments not activated (#4665)	Tests	main	push	3621872840	1h34m3s	Dec  5, 2022
completed	failure	Fix: Build environments not activated	Tests	fix-activation-path	pull_request	3620550262	1h57m27s	Dec  5, 2022
completed	cancelled	Fix: Build environments not activated	Tests	fix-activation-path	pull_request	3620401753	19m38s	Dec  5, 2022
completed	success	Fix: Build environments not activated	Tests	fix-activation-path	pull_request	3612991196	1h27m4s	Dec  4, 2022
completed	failure	Fix: Build environments not activated	Tests	fix-activation-path	pull_request	3612573970	2h0m52s	Dec  4, 2022
completed	failure	Fix: Build environments not activated	Tests	fix-activation-path	pull_request	3610714213	1h35m9s	Dec  3, 2022
completed	cancelled	Fix: Build environments not activated	Tests	fix-activation-path	pull_request	3610522397	1h1m22s	Dec  3, 2022
completed	cancelled	Fix: Build environments not activated	Tests	fix-activation-path	pull_request	3610470037	15m40s	Dec  3, 2022
completed	failure	Fix: Build environments not activated	Tests	fix-activation-path	pull_request	3609986485	1h39m50s	Dec  3, 2022
completed	cancelled	Fix: Build environments not activated	Tests	fix-activation-path	pull_request	3609956939	11m39s	Dec  3, 2022
completed	failure	Fix: Build environments not activated	Tests	fix-activation-path	pull_request	3609613591	1h35m54s	Dec  3, 2022
completed	success	Skip tests for non-code changes	Tests	skip-testing-non-code	pull_request	3605830902	1h25m27s	Dec  5, 2022
completed	cancelled	Skip tests for non-code changes	Tests	skip-testing-non-code	pull_request	3605827981	1m14s	Dec  2, 2022
completed	failure	Add Allure reporting, update Python version test matrix, and prune test_api_build.py	Tests	conda-build-4558	pull_request	3604360605	1h51m23s	Dec  2, 2022
completed	cancelled	Add Allure reporting, update Python version test matrix, and prune test_api_build.py	Tests	conda-build-4558	pull_request	3604276283	16m4s	Dec  2, 2022
completed	failure	Change Zstd compression default to 19 (#4663)	Tests	main	push	3603771658	1h34m6s	Dec  2, 2022
completed	success	Cleanup replay variables & use setup-miniconda	Tests	cleanup-replay	pull_request	3603477325	2h10m6s	Dec  2, 2022
completed	cancelled	Cleanup replay variables & use setup-miniconda	Tests	cleanup-replay	pull_request	3603136447	50m39s	Dec  2, 2022
completed	success	Cleanup replay variables & use setup-miniconda	Tests	cleanup-replay	pull_request	3596364140	1h1m33s	Dec  2, 2022
completed	success	Change Zstd compression default to 19	Tests	zst_def_19	pull_request	3596345036	1h40m50s	Dec  1, 2022
completed	cancelled	Change Zstd compression default to 19	Tests	zst_def_19	pull_request	3595563075	1h53m21s	Dec  1, 2022
completed	cancelled	Change Zstd compression default to 19	Tests	zst_def_19	pull_request	3595476028	13m33s	Dec  1, 2022
completed	failure	Add Allure reporting, update Python version test matrix, and prune test_api_build.py	Tests	conda-build-4558	pull_request	3594687335	3h0m43s	Dec  1, 2022
completed	failure	Add Allure reporting, update Python version test matrix, and prune test_api_build.py	Tests	conda-build-4558	pull_request	3593636072	2h1m13s	Dec  1, 2022
completed	cancelled	Add Allure reporting, update Python version test matrix, and prune test_api_build.py	Tests	conda-build-4558	pull_request	3593470795	19m57s	Dec  1, 2022
completed	cancelled	Add Allure reporting, update Python version test matrix, and prune test_api_build.py	Tests	conda-build-4558	pull_request	3593460607	1m46s	Dec  1, 2022
completed	cancelled	Add Allure reporting, update Python version test matrix, and prune test_api_build.py	Tests	conda-build-4558	pull_request	3593444993	2m31s	Dec  1, 2022
completed	cancelled	Add Allure reporting, update Python version test matrix, and prune test_api_build.py	Tests	conda-build-4558	pull_request	3593419833	1m1s	Dec  1, 2022
completed	failure	Release 3.23.2 (#4661)	Tests	main	push	3587833196	3h12m11s	Nov 30, 2022
completed	success	Release 3.23.2	Tests	release-3.23.2	pull_request	3587204666	4h27m35s	Nov 30, 2022
completed	failure	Add Allure reporting, update Python version test matrix, and prune test_api_build.py	Tests	conda-build-4558	pull_request	3587083386	3h21m25s	Nov 30, 2022
completed	failure	[do not merge] debug ci: Windows, Y U no speed?	Tests	ci-2022-12-dbg-win	pull_request	3587009278	22m10s	Nov 30, 2022
completed	failure	[do not merge] debug ci: Windows, Y U no speed?	Tests	ci-2022-12-dbg-win	pull_request	3586699666	17m16s	Nov 30, 2022
completed	success	Cleanup replay variables & use setup-miniconda	Tests	cleanup-replay	pull_request	3586541309	1h57m4s	Dec  1, 2022
completed	failure	[do not merge] debug ci: Windows, Y U no speed?	Tests	ci-2022-12-dbg-win	pull_request	3586454957	20m47s	Nov 30, 2022
completed	cancelled	[do not merge] debug ci: Windows, Y U no speed?	Tests	ci-2022-12-dbg-win	pull_request	3586343020	16m57s	Nov 30, 2022
completed	failure	[do not merge] debug ci: Windows, Y U no speed?	Tests	ci-2022-12-dbg-win	pull_request	3586066906	21m48s	Nov 30, 2022
completed	failure	Add Allure reporting, update Python version test matrix, and prune test_api_build.py	Tests	conda-build-4558	pull_request	3584630031	2h1m35s	Nov 30, 2022
completed	cancelled	Add Allure reporting, update Python version test matrix, and prune test_api_build.py	Tests	conda-build-4558	pull_request	3584604695	3m31s	Nov 30, 2022
completed	failure	[do not merge] debug ci: Windows, Y U no speed?	Tests	ci-2022-12-dbg-win	pull_request	3583854312	12m33s	Nov 30, 2022
completed	failure	[do not merge] debug ci: Windows, Y U no speed?	Tests	ci-2022-12-dbg-win	pull_request	3582973768	16m3s	Nov 30, 2022
completed	failure	[do not merge] debug ci: Windows, Y U no speed?	Tests	ci-2022-12-dbg-win	pull_request	3582818442	13m21s	Nov 30, 2022
completed	success	[pre-commit.ci] pre-commit autoupdate (#4656)	Tests	main	push	3579257231	3h8m28s	Nov 30, 2022
completed	success	[pre-commit.ci] pre-commit autoupdate	Tests	pre-commit-ci-update-config	pull_request	3579249414	1h17m15s	Nov 30, 2022
completed	failure	Remove unnecessary lambda	Tests	remove-unnecessary-lambda	pull_request	3578910629	2h5m45s	Nov 29, 2022
completed	success	Cleanup replay variables & use setup-miniconda	Tests	cleanup-replay	pull_request	3578777844	1h50m39s	Nov 30, 2022
completed	cancelled	Cleanup replay variables & use setup-miniconda	Tests	cleanup-replay	pull_request	3578769498	2m1s	Nov 29, 2022
completed	cancelled	[pre-commit.ci] pre-commit autoupdate	Tests	pre-commit-ci-update-config	pull_request	3578765902	1h33m38s	Nov 29, 2022
completed	failure	Reduce flakiness of CI test runs (#4653)	Tests	main	push	3578761559	1h39m51s	Nov 29, 2022
completed	success	Pin msumastro to 1.1.6	Tests	pin-msumastro	pull_request	3577262137	1h19m24s	Nov 29, 2022
completed	failure	Cleanup replay variables & use setup-miniconda	Tests	cleanup-replay	pull_request	3576737738	1h54m47s	Nov 29, 2022
completed	cancelled	Cleanup replay variables & use setup-miniconda	Tests	cleanup-replay	pull_request	3576702458	6m5s	Nov 29, 2022
completed	startup_failure	Cleanup replay variables & use setup-miniconda	Tests	cleanup-replay	pull_request	3576492517	0s	Nov 29, 2022
completed	cancelled	Cleanup replay variables & use setup-miniconda	Tests	cleanup-replay	pull_request	3576351524	48m12s	Nov 29, 2022
completed	failure	Cleanup replay variables & use setup-miniconda	Tests	cleanup-replay	pull_request	3576217037	14m26s	Nov 29, 2022
completed	failure	Cleanup replay variables & use setup-miniconda	Tests	cleanup-replay	pull_request	3575864111	15m41s	Nov 29, 2022
completed	success	Reduce flakiness of CI test runs	Tests	monkeypatch-api-testing_config	pull_request	3575557489	1h13m41s	Nov 29, 2022
completed	failure	Cleanup replay variables & use setup-miniconda	Tests	cleanup-replay	pull_request	3574690512	6m20s	Nov 29, 2022
completed	failure	conda-build CLI overrode condarc's zstd_compression_level with the de…	Tests	main	push	3574682995	1h39m43s	Nov 29, 2022
completed	failure	Reduce flakiness of CI test runs	Tests	monkeypatch-api-testing_config	pull_request	3573327631	1h29m55s	Nov 29, 2022
completed	cancelled	Reduce flakiness of CI test runs	Tests	monkeypatch-api-testing_config	pull_request	3573237497	12m33s	Nov 29, 2022
completed	cancelled	Reduce flakiness of CI test runs	Tests	monkeypatch-api-testing_config	pull_request	3573168602	9m41s	Nov 29, 2022
completed	cancelled	Reduce flakiness of CI test runs	Tests	monkeypatch-api-testing_config	pull_request	3573125559	6m18s	Nov 29, 2022
completed	cancelled	Reduce flakiness of CI test runs	Tests	monkeypatch-api-testing_config	pull_request	3573116224	1m48s	Nov 29, 2022
completed	failure	[pre-commit.ci] pre-commit autoupdate	Tests	pre-commit-ci-update-config	pull_request	3566845495	2h1m4s	Nov 28, 2022
completed	success	Reduce flakiness of CI test runs	Tests	monkeypatch-api-testing_config	pull_request	3554260104	1h57m33s	Nov 26, 2022
completed	cancelled	Reduce flakiness of CI test runs	Tests	monkeypatch-api-testing_config	pull_request	3553920093	1h51m17s	Nov 26, 2022
completed	cancelled	Reduce flakiness of CI test runs	Tests	monkeypatch-api-testing_config	pull_request	3553911212	3m12s	Nov 26, 2022
completed	failure	Reduce flakiness of CI test runs	Tests	monkeypatch-api-testing_config	pull_request	3551366825	1h36m38s	Nov 26, 2022
completed	failure	Reduce flakiness of CI test runs	Tests	monkeypatch-api-testing_config	pull_request	3550892748	1h50m46s	Nov 25, 2022
completed	cancelled	Reduce flakiness of CI test runs	Tests	monkeypatch-api-testing_config	pull_request	3550643832	1h7m22s	Nov 25, 2022
completed	cancelled	Reduce flakiness of CI test runs	Tests	monkeypatch-api-testing_config	pull_request	3550567529	19m26s	Nov 25, 2022
completed	failure	Reduce flakiness of CI test runs	Tests	test-fixes-2022-11	pull_request	3549730650	1h34m5s	Nov 25, 2022
completed	failure	Reduce flakiness of CI test runs	Tests	monkeypatch-api-testing_config	pull_request	3549364399	1h26m5s	Nov 25, 2022
completed	failure	Reduce flakiness of CI test runs	Tests	monkeypatch-api-testing_config	pull_request	3547554832	2h5m4s	Nov 25, 2022
completed	cancelled	Reduce flakiness of CI test runs	Tests	monkeypatch-api-testing_config	pull_request	3547511672	7m28s	Nov 25, 2022
completed	failure	Reduce flakiness of CI test runs	Tests	test-fixes-2022-11	pull_request	3545809617	1h33m52s	Nov 25, 2022
completed	failure	fix: conda-build CLI overrode condarc's zstd_compression_level with the default value	Tests	cli-zstd-level-override	pull_request	3545766066	1h50m38s	Nov 25, 2022
completed	failure	fix: conda-build CLI overrode condarc's zstd_compression_level with the default value	Tests	cli-zstd-level-override	pull_request	3543051214	1h30m11s	Nov 24, 2022
completed	failure	fix: conda-build CLI overrode condarc's zstd_compression_level with the default value	Tests	cli-zstd-level-override	pull_request	3542198655	1h38m58s	Nov 24, 2022
completed	cancelled	fix: conda-build CLI overrode condarc's zstd_compression_level with the default value	Tests	cli-zstd-level-override	pull_request	3542063216	20m39s	Nov 24, 2022
completed	cancelled	fix: conda-build CLI overrode condarc's zstd_compression_level with the default value	Tests	cli-zstd-level-override	pull_request	3541884616	27m2s	Nov 24, 2022
completed	cancelled	fix: conda-build CLI overrode condarc's zstd_compression_level with the default value	Tests	cli-zstd-level-override	pull_request	3541454400	1h1m4s	Nov 24, 2022
completed	cancelled	fix: conda-build CLI overrode condarc's zstd_compression_level with the default value	Tests	cli-zstd-level-override	pull_request	3541426715	4m12s	Nov 24, 2022
completed	cancelled	fix: conda-build CLI overrode condarc's zstd_compression_level with the default value	Tests	cli-zstd-level-override	pull_request	3540987005	1h1m18s	Nov 24, 2022
completed	cancelled	fix: conda-build CLI overrode condarc's zstd_compression_level with the default value	Tests	cli-zstd-level-override	pull_request	3540802262	25m36s	Nov 24, 2022
completed	cancelled	fix: conda-build CLI overrode condarc's zstd_compression_level with the default value	Tests	cli-zstd-level-override	pull_request	3540194556	1h31m6s	Nov 24, 2022
completed	cancelled	fix: conda-build CLI overrode condarc's zstd_compression_level with the default value	Tests	cli-zstd-level-override	pull_request	3539701165	1h9m57s	Nov 24, 2022
completed	cancelled	fix: conda-build CLI overrode condarc's zstd_compression_level with the default value	Tests	cli-zstd-level-override	pull_request	3539502909	28m25s	Nov 24, 2022
completed	cancelled	fix: conda-build CLI overrode condarc's zstd_compression_level with the default value	Tests	cli-zstd-level-override	pull_request	3539177737	46m41s	Nov 24, 2022
completed	failure	Cleanup replay variables & use setup-miniconda	Tests	cleanup-replay	pull_request	3538751843	36m20s	Nov 24, 2022
completed	failure	Cleanup replay variables & use setup-miniconda	Tests	cleanup-replay	pull_request	3538728426	3m1s	Nov 24, 2022
completed	failure	Cleanup replay variables & use setup-miniconda	Tests	cleanup-replay	pull_request	3538662512	5m56s	Nov 24, 2022
completed	failure	Cleanup replay variables & use setup-miniconda	Tests	cleanup-replay	pull_request	3538527966	11m17s	Nov 24, 2022
completed	failure	Cleanup replay variables & use setup-miniconda	Tests	cleanup-replay	pull_request	3538431088	7m57s	Nov 24, 2022
completed	failure	Cleanup replay variables & use setup-miniconda	Tests	cleanup-replay	pull_request	3538205315	8m16s	Nov 24, 2022
completed	cancelled	Cleanup replay variables & use setup-miniconda	Tests	cleanup-replay	pull_request	3538159132	9m24s	Nov 24, 2022
completed	failure	Cleanup replay variables & use setup-miniconda	Tests	cleanup-replay	pull_request	3538113433	7m13s	Nov 24, 2022
completed	cancelled	Cleanup replay variables & use setup-miniconda	Tests	cleanup-replay	pull_request	3538104318	2m32s	Nov 24, 2022
completed	failure	Cleanup replay variables & use setup-miniconda	Tests	cleanup-replay	pull_request	3538058582	8m28s	Nov 24, 2022
completed	cancelled	Cleanup replay variables & use setup-miniconda	Tests	cleanup-replay	pull_request	3538039001	5m15s	Nov 24, 2022
completed	startup_failure	Cleanup replay variables & use setup-miniconda	Tests	cleanup-replay	pull_request	3538036650	0s	Nov 24, 2022
